,year,CMIP5.BCC.bcc-csm1-1-m.rcp85.Amon.gn,CMIP5.BCC.bcc-csm1-1.rcp85.Amon.gn,CMIP5.BNU.BNU-ESM.rcp85.Amon.gn,CMIP5.CCCMA.CanESM2.rcp85.Amon.gn,CMIP5.CMCC.CMCC-CESM.rcp85.Amon.gn,CMIP5.CMCC.CMCC-CM.rcp85.Amon.gn,CMIP5.CMCC.CMCC-CMS.rcp85.Amon.gn,CMIP5.CSIRO-BOM.ACCESS1-0.rcp85.Amon.gn,CMIP5.CSIRO-BOM.ACCESS1-3.rcp85.Amon.gn,CMIP5.CSIRO-QCCCE.CSIRO-Mk3-6-0.rcp85.Amon.gn,CMIP5.FIO.FIO-ESM.rcp85.Amon.gn,CMIP5.INM.inmcm4.rcp85.Amon.gn,CMIP5.IPSL.IPSL-CM5A-LR.rcp85.Amon.gn,CMIP5.IPSL.IPSL-CM5A-MR.rcp85.Amon.gn,CMIP5.IPSL.IPSL-CM5B-LR.rcp85.Amon.gn,CMIP5.LASG-CESS.FGOALS-g2.rcp85.Amon.gn,CMIP5.MIROC.MIROC-ESM-CHEM.rcp85.Amon.gn,CMIP5.MIROC.MIROC-ESM.rcp85.Amon.gn,CMIP5.MIROC.MIROC5.rcp85.Amon.gn,CMIP5.MOHC.HadGEM2-CC.rcp85.Amon.gn,CMIP5.MOHC.HadGEM2-ES.rcp85.Amon.gn,CMIP5.MPI-M.MPI-ESM-MR.rcp85.Amon.gn,CMIP5.MRI.MRI-CGCM3.rcp85.Amon.gn,CMIP5.MRI.MRI-ESM1.rcp85.Amon.gn,CMIP5.NASA-GISS.GISS-E2-H-CC.rcp85.Amon.gn,CMIP5.NASA-GISS.GISS-E2-H.rcp85.Amon.gn,CMIP5.NASA-GISS.GISS-E2-R-CC.rcp85.Amon.gn,CMIP5.NASA-GISS.GISS-E2-R.rcp85.Amon.gn,CMIP5.NCAR.CESM1-BGC.rcp85.Amon.gn,CMIP5.NCAR.CESM1-CAM5.rcp85.Amon.gn,CMIP5.NCC.NorESM1-M.rcp85.Amon.gn,CMIP5.NIMR-KMA.HadGEM2-AO.rcp85.Amon.gn,CMIP5.NOAA-GFDL.GFDL-CM3.rcp85.Amon.gn,CMIP5.NOAA-GFDL.GFDL-ESM2G.rcp85.Amon.gn,CMIP5.NOAA-GFDL.GFDL-ESM2M.rcp85.Amon.gn
10,1860,-0.12725189542855433,-0.1272518954285542,0.1120663527211841,-0.02728397163308105,0.02505717173806976,-0.06957362123183992,-0.06957362123183979,0.10538768301281769,-0.07467232294631014,-0.1300502418803345,0.2101012498636158,-0.11320500235970006,-0.04068418465251796,-0.05525354768996079,-0.013583388133735422,-0.0024412436193972007,-0.03455830658762086,-0.03455830658762101,-0.012205108505103665,0.1742538178364629,0.09620151727772486,0.002714886264943317,0.027209183876668413,0.08770423028070602,-0.16713140482320718,-0.16713140482320724,-0.057494467105092685,-0.05749446710509284,0.11031022669098574,0.21196488382740222,0.0811523364376708,0.0006043258671034982,0.07409008481075892,,
11,1861,-0.18467390288835558,-0.18467390288835542,-0.19004293519064866,0.10742531093546497,-0.08961388469119398,0.20283600519473968,0.20283600519473985,0.06384879119768594,-0.010414263585732053,-0.02914261779105587,0.09510055891305425,-0.06273107021485085,0.06915746892109742,0.10643258513727183,0.1224469420050353,0.0056849946744385775,-0.05494936632338332,-0.054949366323383465,-0.012205648041296572,0.25891275227913474,0.2046343126848836,-0.1159421276204912,0.027493626612657345,0.1248154017315803,0.00790234954070194,0.007902349540701866,0.023958131070452488,0.023958131070452342,0.1230096828361283,0.0771654372074229,0.02587422369214935,-0.009039755808617858,0.033330397635718954,0.0435427698955602,-0.07048448043104542
12,1862,-0.1015952610028202,-0.10159526100282006,-0.10415045967214764,-0.00040322464088056914,-0.003268793970036321,-0.12284289460143853,-0.12284289460143838,0.016269497009101224,-0.0788906764663931,0.041654760676731684,0.0626503724516223,-0.04029447942666664,-0.003913493828655801,-0.036771251824241936,0.09923094439938877,0.07103103516003202,-0.04844212800551739,-0.04844212800551754,0.05123302199145593,0.20362007577769234,-0.009512826168394254,0.05222972709430351,0.08401255744351914,0.15365184576237237,-0.0627728315339889,-0.06277283153398898,0.03531126706100851,0.035311267061008365,0.04210727122235055,0.16722386869404324,0.08589218302099051,0.05320847652112307,0.042316574164322995,-0.0006187162876107507,0.033981155601554756
13,1863,-0.08437058731506575,-0.0843705873150656,0.06743441898786573,-0.1540137886427325,0.04736712844999654,-0.04047390395112468,-0.040473903951124525,0.1320485298456245,-0.042705728985289314,0.08999572367953235,0.1579519680896706,-0.07263028127181197,-0.017754536043974367,-0.059874955485296866,0.0373042594912257,0.05122135152236662,0.022308856022653274,0.022308856022653128,0.11821266849331942,0.09478789507695717,-0.018595880803895515,0.019460785283010058,0.0494331936962259,0.11770842380307445,-0.008135907991542476,-0.008135907991542549,-0.029303808433260563,-0.02930380843326071,-0.01702962374523387,0.1502610340991273,0.05411011264817267,0.14021443223170352,-0.1765003566189157,0.027790914979153054,0.045415501579505725
14,1864,0.021890582075938525,0.021890582075938674,0.29472563277525216,-0.1661867639405148,0.2884681747742143,-0.15243472137289923,-0.15243472137289907,0.14439962315377453,-0.00814617613533349,0.1649310249193038,-0.04243763688256889,0.03515216310673116,0.12965973133968287,-0.0994878034718436,0.10116737347811866,-0.00210408075003532,-0.07673904588814517,-0.07673904588814533,-0.10986817318754927,0.07635832644581801,-0.11378544348105384,0.13091106893739735,0.048785064819729475,0.04333111205844301,-0.02445740121567323,-0.024457401215673302,-0.07445089905822593,-0.07445089905822606,0.0321972717632486,0.028994116511333396,-0.030236013921275024,0.06289211679949107,-0.03456082717081599,-0.1290748960079512,-0.061183407888044404
15,1865,-0.16024591697439602,-0.16024591697439586,-0.0015237596774985522,-0.13516598735532534,0.19322388215136296,-0.15833021594072302,-0.15833021594072286,0.04259576288010266,0.05830041372430883,0.1306451946525454,-0.11109830670993055,0.07352504584585162,0.25968668607926476,0.023359128562027227,-0.010930104615857935,0.05502819286351653,-0.19018556463019687,-0.190185564630197,-0.17543818636638667,0.1743259236273548,-0.11659581594963209,0.2739740715366648,0.01848173112468458,-0.10562270164237568,0.06430296259434654,0.06430296259434647,-0.0023498866746656986,-0.0023498866746658464,0.05619065274926194,0.0006720901921407618,-0.03790444531129097,0.15467256123172723,0.08179674217696313,-0.21518503374082013,0.011321355075052497
16,1866,-0.10658343930464949,-0.10658343930464935,-0.08912702244331856,-0.1663235624031821,-0.13853415020883578,0.21268218693567978,0.21268218693567995,-0.05183362353721018,0.07496010724045532,0.05197688788607143,0.06895880359996782,-0.0664242384062644,0.13171950501902718,0.10535069252411884,0.07867344593327519,-0.06591858954471352,0.04713866633088667,0.047138666330886515,-0.08176983418255575,-0.061006004642754075,-0.1176912785300505,0.2989809712998633,-0.006676375986103748,-0.009389007764820176,0.019110325606383594,0.01911032560638352,0.06740625747425044,0.06740625747425029,0.006336426621768476,-7.374959379920683e-05,-0.05705880094740445,0.1285156824211311,-0.12599564559628992,-0.02680059992942226,0.16988071135141827
17,1867,0.014500043545252694,0.014500043545252842,-0.002534938291164727,0.11204215354648868,0.09335958731209393,0.048185653813707985,0.04818565381370813,0.09808302874895077,-0.039918739034734196,-0.13195865496432546,-0.11372069897321195,0.07143567733651086,-0.05393580141464649,0.009367103417272796,0.022834590569619524,-0.02115966754231687,0.15200276184823394,0.1520027618482338,0.006911218816603022,-0.001257856060850937,-0.052032732172885066,0.1560170452062065,-0.06647798216924201,-0.14033975208835725,0.1614402656614279,0.16144026566142786,0.0666910723049902,0.06669107230499005,-0.00867708325100458,0.03938004491630528,-0.028833658911236498,0.09395941665988257,-0.05404380420489866,0.1246524529413463,0.136026347688455
18,1868,-0.0024943416625943606,-0.0024943416625942127,0.033469433995542364,0.16346827221288737,0.18461273944586798,-0.026859696631571284,-0.026859696631571135,0.039950945694969375,-0.0860219832935268,-0.06649116926737382,-0.035393933058445105,0.12616500286577192,-0.05071280674582416,0.13048163629971712,0.10403060315858077,-0.10248829274625444,0.11271990045896645,0.1127199004589663,0.18808320801911402,0.13777458917693255,0.09609837329226911,-0.023820102822565303,0.001353412232186213,-0.1835696931195239,0.003697580713688383,0.0036975807136883088,-0.011897144988282834,-0.011897144988282982,0.1443176912250327,-0.020537171871286303,0.004805946475459806,0.06706399561105274,0.07556349360150312,0.10546468733485737,0.0330489319753563
19,1869,0.04976172524732014,0.04976172524732029,-0.1276280829292129,-0.05625602167281237,-0.023621495458821234,-0.009418799264244196,-0.009418799264244049,0.2034497103933913,0.024955806459490654,-0.06305167133472267,0.07156307972753824,0.07096277402261937,0.0836560528810933,0.03551402802561358,0.12208509992827869,0.04109907021366085,-0.1087434880040458,-0.10874348800404594,0.18776261270788167,0.0849054747663301,0.14435003480309203,-0.12126229420501151,-0.024033972175133072,-0.024231242660439967,0.10299898528796521,0.10299898528796514,0.10969849543798131,0.10969849543798116,0.11414859003209347,-0.12959730230647318,0.1140016790615852,0.07226000008724258,0.14952315970001076,0.10653007164830652,0.17139755841981527
20,1870,0.031708383730984835,0.03170838373098498,0.06125906474055679,0.18064688438740117,0.23717257043214143,-0.1091646038729129,-0.10916460387291275,0.0749389425915777,0.1507061757836424,-0.021278470713950764,0.12390578709168538,0.06234781439181939,0.06368794073410489,0.13280409324407275,0.14016028695115668,0.05234746378809448,-0.06428840374393834,-0.06428840374393847,0.006172198871345754,0.22827714255816986,-0.02601491122824943,0.08797830541346603,0.07493368691239699,0.028466584298872537,0.08991451745686356,0.08991451745686348,0.08442796423777965,0.0844279642377795,-0.1430623271712302,0.04723384597204572,0.09167788883128258,0.0457608128483166,0.035063659026544146,-0.010424381284036147,0.209326349389616
21,1871,0.09322072623368467,0.09322072623368483,0.15507808611170804,0.18175619005556234,0.39389020565309857,-0.02451698231955916,-0.02451698231955901,0.11630522995330324,0.010029633378615102,0.04329414102110363,-0.17186939477950255,-0.06075551107706071,0.1312122200067324,0.09465068320533672,0.24113302300795078,-0.02538822258877904,0.07342501406855358,0.07342501406855344,0.0883404138261558,0.25797129517157186,0.0619667925769772,0.10670691132134753,0.06876462491457809,0.010150292182098064,0.048096755780337265,0.048096755780337196,0.028562597999826966,0.028562597999826817,0.013721623437510747,0.12375131888372555,0.1381499451090232,0.10624788030312238,0.20164421091352444,0.019737035714426532,0.16000175008275905
